작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 4개,"정말 아름다운 거리인데, 아쉽게도 관광객이 너무 많아서 아름다운 곳을 제대로 즐길 수가 없어요.",2026,1.0,1,거리,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"정말 아름다운 거리인데, 아쉽게도 관광객이 너무 많아서 아름다운 곳을 제대로 즐길 수가 없어요.",2026,1.0,1,관광객,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"정말 아름다운 거리인데, 아쉽게도 관광객이 너무 많아서 아름다운 곳을 제대로 즐길 수가 없어요.",2026,1.0,1,곳,아름답다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,사진을 찍다 보면 다른 사람들이 사진에 같이 나오게 되거든요.,2026,1.0,2,,,,,중립
1달 전,별표 5개,"관광객들이 많이 찾는 곳으로, 작은 가게들이 많고 집 안도 구경할 수 있습니다.",2026,1.0,1,가게,작다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"관광객들이 많이 찾는 곳으로, 작은 가게들이 많고 집 안도 구경할 수 있습니다.",2026,1.0,1,가게,많다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,집 안 바닥이 난방되어 있어서 영하 10도였던 12월에 방문하기에 아주 좋았습니다.,2026,1.0,2,바닥,난방되다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,집 안 바닥이 난방되어 있어서 영하 10도였던 12월에 방문하기에 아주 좋았습니다.,2026,1.0,2,방문,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,서울에서 산책하며 그 아름다움을 만끽할 수 있는 평화롭고 아름다운 동네입니다.,2026,1.0,1,동네,평화롭다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울에서 산책하며 그 아름다움을 만끽할 수 있는 평화롭고 아름다운 동네입니다.,2026,1.0,1,동네,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,한국의 낡은 거리 풍경과 현대적인 빌딩군이 과거와 미래를 타임 슬립한 것 같은 이상한 감각이 되는 장소.,2026,1.0,1,거리,낡다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,한국의 낡은 거리 풍경과 현대적인 빌딩군이 과거와 미래를 타임 슬립한 것 같은 이상한 감각이 되는 장소.,2026,1.0,1,빌딩군,현대적이다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,가파른 언덕길이므로 걷기 쉬운 구두로.,2026,1.0,2,언덕길,가파르다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,주택지이므로 조용히 관광합시다!,2026,1.0,3,,,,,중립
1달 전,별표 4개,"포츠포츠와 관광객 상대의 가게가 있습니다만, 본래의 한국의 거리를 맛본다면, 더 이상은이라고 생각합니다.",2026,1.0,1,,,,,긍정
1달 전,별표 4개,오래된 거리와 배경 고층 빌딩의 대비가 좋다.,2026,1.0,2,거리,오래되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,오래된 거리와 배경 고층 빌딩의 대비가 좋다.,2026,1.0,2,대비,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,많은 방문객이 있을 것이고 거리는 항상 사람들로 붐빌 것이라고 예상하셔야 합니다.,2026,1.0,1,거리,붐비다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,사진 찍기에 좋은 멋진 풍경입니다.,2026,1.0,1,풍경,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,사진 찍기에 좋은 멋진 풍경입니다.,2026,1.0,1,풍경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,인스타그램에 올리기 좋은 관광 명소,2026,1.0,1,명소,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"경치가 정말 아름답고, 집들은 전통적이고 아주 매력적이에요.",2026,1.0,1,경치,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"경치가 정말 아름답고, 집들은 전통적이고 아주 매력적이에요.",2026,1.0,1,집,전통적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"경치가 정말 아름답고, 집들은 전통적이고 아주 매력적이에요.",2026,1.0,1,집,매력적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,게다가 아주 깨끗하고 평화로운 곳입니다.,2026,1.0,2,곳,깨끗하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,게다가 아주 깨끗하고 평화로운 곳입니다.,2026,1.0,2,곳,평화롭다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,한 번쯤 방문하기 좋은 곳이에요.,2026,1.0,3,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,부분적으로 공사를 하고 있었습니다!,2026,1.0,1,공사,하다,3. 시설 및 환경,공간 관리 상태,중립
1달 전,별표 4개,(8월에 들었습니다),2026,1.0,2,,,,,중립
1달 전,별표 5개,-14°C.,2026,1.0,1,,,,,중립
1달 전,별표 5개,춥고 바람이 불며 가랑비가 내립니다.,2026,1.0,2,바람,불다,3. 시설 및 환경,공간 관리 상태,부정
1달 전,별표 5개,춥고 바람이 불며 가랑비가 내립니다.,2026,1.0,2,가랑비,내리다,3. 시설 및 환경,공간 관리 상태,부정
1달 전,별표 5개,"아름다운 사진을 찍을 기회를 놓치지 않도록 따뜻하게 옷을 챙겨 입으시고, 아스킨 라빈스 아이스크림도 맛보세요.",2026,1.0,3,사진,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아름다운 사진을 찍을 기회를 놓치지 않도록 따뜻하게 옷을 챙겨 입으시고, 아스킨 라빈스 아이스크림도 맛보세요.",2026,1.0,3,기회,놓치다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아름다운 사진을 찍을 기회를 놓치지 않도록 따뜻하게 옷을 챙겨 입으시고, 아스킨 라빈스 아이스크림도 맛보세요.",2026,1.0,3,옷,따뜻하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,"아름다운 사진을 찍을 기회를 놓치지 않도록 따뜻하게 옷을 챙겨 입으시고, 아스킨 라빈스 아이스크림도 맛보세요.",2026,1.0,3,아이스크림,맛보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,인스타그램에 올리기 좋은 사진 명소입니다.,2026,1.0,1,사진,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,주거 지역이니 예의를 지켜주세요.,2026,1.0,2,예의,지키다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,"더 좋은 사진을 찍으려면 일찍 가시는 게 좋지만, 통행금지 시간이 있으니 너무 일찍 가시지는 마세요.",2026,1.0,3,사진,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"더 좋은 사진을 찍으려면 일찍 가시는 게 좋지만, 통행금지 시간이 있으니 너무 일찍 가시지는 마세요.",2026,1.0,3,시간,있다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,서울 최고의 명소!,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"아기자기하고, 옛 한국의 생활 방식과 건축물을 엿볼 수 있는 곳이에요.",2026,1.0,2,곳,아기자기하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아기자기하고, 옛 한국의 생활 방식과 건축물을 엿볼 수 있는 곳이에요.",2026,1.0,2,방식,엿보다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아기자기하고, 옛 한국의 생활 방식과 건축물을 엿볼 수 있는 곳이에요.",2026,1.0,2,건축물,엿보다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,한국인들이 살고 있으니 큰 소리로 돌아다니지 않도록 조심하세요.,2026,1.0,3,소리,크다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,한국인들이 살고 있으니 큰 소리로 돌아다니지 않도록 조심하세요.,2026,1.0,3,조심,하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,😊,2026,1.0,4,,,,,긍정
1달 전,별표 5개,"북촌 한옥마을은 서울에 위치한, 한옥들이 잘 보존된 지역입니다.",2026,1.0,1,한옥,보존되다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,이곳에서는 한국의 옛 건축 양식을 감상할 수 있습니다.,2026,1.0,2,양식,감상하다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,"한옥들은 아름답고 잘 보존되어 있으며, 많은 관광객들이 한복을 입고 마을을 거닐곤 합니다.",2026,1.0,3,한옥,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"한옥들은 아름답고 잘 보존되어 있으며, 많은 관광객들이 한복을 입고 마을을 거닐곤 합니다.",2026,1.0,3,한옥,보존되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 3개,셀카봉 든 사람들이 없었다면 정말 좋은 곳이었을 텐데.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 3개,시끄러운 관광객/침입자들 때문에 고생하는 주민들이 안쓰럽네요.,2026,1.0,2,관광객,시끄럽다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 3개,시끄러운 관광객/침입자들 때문에 고생하는 주민들이 안쓰럽네요.,2026,1.0,2,주민,고생하다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 3개,시끄러운 관광객/침입자들 때문에 고생하는 주민들이 안쓰럽네요.,2026,1.0,2,주민,안쓰럽다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 3개,조용히 해달라는 표지판도 있었는데 말이죠.,2026,1.0,3,표지판,있다,3. 시설 및 환경,공간 관리 상태,중립
1달 전,별표 3개,저는 침입자 무리에 끼고 싶지 않아서 5분 만에 떠났습니다.,2026,1.0,4,,,,,부정
1달 전,별표 4개,정말 독특한 곳이네요.,2026,1.0,1,곳,독특하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,그들의 문화를 알게 되어 좋았습니다.,2026,1.0,2,문화,알다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,그들의 문화를 알게 되어 좋았습니다.,2026,1.0,2,문화,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,전통 건축물이 어우러진 주택 단지를 볼 수 있는 좋은 곳입니다.,2026,1.0,1,건축물,어우러지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,전통 건축물이 어우러진 주택 단지를 볼 수 있는 좋은 곳입니다.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"일부 주택이 상점으로 개조된 모습도 흥미롭고, 전통과 현대적인 감각이 조화롭게 어우러져 있습니다.",2026,1.0,2,주택,개조되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"일부 주택이 상점으로 개조된 모습도 흥미롭고, 전통과 현대적인 감각이 조화롭게 어우러져 있습니다.",2026,1.0,2,모습,흥미롭다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"일부 주택이 상점으로 개조된 모습도 흥미롭고, 전통과 현대적인 감각이 조화롭게 어우러져 있습니다.",2026,1.0,2,감각,조화롭다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"일부 주택이 상점으로 개조된 모습도 흥미롭고, 전통과 현대적인 감각이 조화롭게 어우러져 있습니다.",2026,1.0,2,감각,어우러지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"다만, 주민들에게 피해를 주지 않도록 조용히 하는 것을 잊지 마세요.",2026,1.0,3,피해,주다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,꼭 한번 방문해 볼 만한 곳이에요.,2026,1.0,1,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,다행히 비가 와서 마을 풍경이 더욱 아름다웠어요.,2026,1.0,2,비,오다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,다행히 비가 와서 마을 풍경이 더욱 아름다웠어요.,2026,1.0,2,풍경,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,사람도 많지 않고 한적했죠.,2026,1.0,3,사람,많다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"3층에는 마을이 내려다보이는 카페가 있고, 4층에는 한국 음식점이 있어요.",2026,1.0,4,,,,,중립
1달 전,별표 5개,"북촌문화마을 방문해서 풍부한 역사와 문화유산, 그리고 진정성을 경험할 수 있어서 정말 좋았습니다.",2026,1.0,5,역사,풍부하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"북촌문화마을 방문해서 풍부한 역사와 문화유산, 그리고 진정성을 경험할 수 있어서 정말 좋았습니다.",2026,1.0,5,문화유산,풍부하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"북촌문화마을 방문해서 풍부한 역사와 문화유산, 그리고 진정성을 경험할 수 있어서 정말 좋았습니다.",2026,1.0,5,경험,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,🇰🇷,2026,1.0,6,,,,,중립
1달 전,별표 5개,매우 흥미롭지만 다소 어수선하네요.,2026,1.0,1,,,,,부정
1달 전,별표 4개,좋은 느낌입니다.,2026,1.0,1,느낌,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,한국의 전통 가옥을 볼 수 있는 훌륭한 전망대입니다.,2026,1.0,1,전망대,훌륭하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,관광객들 때문에 사진 촬영이 거의 불가능합니다.,2026,1.0,1,촬영,불가능하다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 4개,이 가게들이 정말 마음에 들어요.,2026,1.0,1,가게,마음에 들다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,독특한 물건들을 파는 멋진 작은 가게들이 많아요.,2026,1.0,2,물건,독특하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,독특한 물건들을 파는 멋진 작은 가게들이 많아요.,2026,1.0,2,가게,멋지다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,독특한 물건들을 파는 멋진 작은 가게들이 많아요.,2026,1.0,2,가게,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,디자인이 정말 훌륭해요.,2026,1.0,1,디자인,훌륭하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,한국 역사를 경험하고 싶다면 꼭 방문해야 할 최고의 장소 중 하나입니다.,2026,1.0,2,역사,경험하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,한국 역사를 경험하고 싶다면 꼭 방문해야 할 최고의 장소 중 하나입니다.,2026,1.0,2,장소,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"깨끗한 거리, 고풍스러운 건물, 그리고 가볼 만한 명소들; 유일한 단점은 화장실이 꽤 멀리 있다는 점입니다.",2026,1.0,1,거리,깨끗하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,"깨끗한 거리, 고풍스러운 건물, 그리고 가볼 만한 명소들; 유일한 단점은 화장실이 꽤 멀리 있다는 점입니다.",2026,1.0,1,건물,고풍스럽다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"깨끗한 거리, 고풍스러운 건물, 그리고 가볼 만한 명소들; 유일한 단점은 화장실이 꽤 멀리 있다는 점입니다.",2026,1.0,1,명소,가다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"깨끗한 거리, 고풍스러운 건물, 그리고 가볼 만한 명소들; 유일한 단점은 화장실이 꽤 멀리 있다는 점입니다.",2026,1.0,1,화장실,멀다,3. 시설 및 환경,공간 관리 상태,부정
1달 전,별표 5개,"서울의 아름답고 상징적인 명소, 남산.",2026,1.0,1,명소,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"서울의 아름답고 상징적인 명소, 남산.",2026,1.0,1,명소,상징적이다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"남산을 오르는 길은 즐겁고, N서울타워 꼭대기까지 올라가지 않아도 주변 경치는 환상적입니다.",2026,1.0,2,길,즐겁다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"남산을 오르는 길은 즐겁고, N서울타워 꼭대기까지 올라가지 않아도 주변 경치는 환상적입니다.",2026,1.0,2,경치,환상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"좋은 분위기, 아름다운 자연, 그리고 사진 찍기 좋은 장소들이 가득합니다.",2026,1.0,3,분위기,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"좋은 분위기, 아름다운 자연, 그리고 사진 찍기 좋은 장소들이 가득합니다.",2026,1.0,3,자연,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"좋은 분위기, 아름다운 자연, 그리고 사진 찍기 좋은 장소들이 가득합니다.",2026,1.0,3,장소,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"좋은 분위기, 아름다운 자연, 그리고 사진 찍기 좋은 장소들이 가득합니다.",2026,1.0,3,장소,가득하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,산책과 도시 경관 감상을 좋아하시는 분들께 강력 추천합니다.,2026,1.0,4,산책,좋아하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,산책과 도시 경관 감상을 좋아하시는 분들께 강력 추천합니다.,2026,1.0,4,경관,좋아하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,산책과 도시 경관 감상을 좋아하시는 분들께 강력 추천합니다.,2026,1.0,4,추천,강력하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"잊을 수 없는, 매우 문화적인 경험이었습니다.",2026,1.0,1,경험,잊다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"잊을 수 없는, 매우 문화적인 경험이었습니다.",2026,1.0,1,경험,문화적이다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,흥미롭고 저렴한 경험.,2026,1.0,1,경험,흥미롭다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,흥미롭고 저렴한 경험.,2026,1.0,1,경험,저렴하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,멋진 경치.,2026,1.0,2,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,겨울 저녁인데도 사람이 정말 많았어요.,2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"케이블카를 타고 정상까지 올라갔는데, 미리 티켓을 살 필요 없이 현장에서 구매하면 돼요.",2026,1.0,2,,,,,중립
1달 전,별표 4개,걸어서 올라가는 사람들도 있었고요.,2026,1.0,3,,,,,중립
1달 전,별표 4개,밤에 보는 야경이 꽤 멋지더라고요.,2026,1.0,4,야경,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,"정상에는 딱히 할 만한 건 없지만, 다들 한국 드라마 때문에 유명해진 것 같아요.",2026,1.0,5,정상,없다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 4개,"정상에는 딱히 할 만한 건 없지만, 다들 한국 드라마 때문에 유명해진 것 같아요.",2026,1.0,5,드라마,유명하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,서울 시내 전체를 조망할 수 있는 최고의 전망,2026,1.0,1,전망,조망하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,황혼 추웠지만 매우 좋았습니다!,2026,1.0,1,황혼,춥다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,황혼 추웠지만 매우 좋았습니다!,2026,1.0,1,황혼,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,역대 최고의 소변기 풍경,2026,1.0,1,,,,,긍정
1달 전,별표 5개,서울을 구경하기 좋은 곳,2026,1.0,1,서울,구경하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울을 구경하기 좋은 곳,2026,1.0,1,곳,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,직원분들이 정말 친절하시고 전체적으로 아주 아주 좋은 곳이에요❤️❤️❤️,2026,1.0,1,직원,친절하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,직원분들이 정말 친절하시고 전체적으로 아주 아주 좋은 곳이에요❤️❤️❤️,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,서울의 상징적인 랜드마크인 N 타워는 서울에 왔다면 꼭 방문해야 할 곳입니다.,2026,1.0,1,타워,상징적이다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,서울의 상징적인 랜드마크인 N 타워는 서울에 왔다면 꼭 방문해야 할 곳입니다.,2026,1.0,1,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,적어도 한 번은 가봐야 할 곳 중 하나죠.,2026,1.0,2,,,,,긍정
1달 전,별표 5개,"꼭대기에서 바라보는 서울의 전경은 정말 환상적이며, 특히 밤에 불빛으로 환하게 빛나는 모습은 장관입니다.",2026,1.0,3,전경,환상적이다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"꼭대기에서 바라보는 서울의 전경은 정말 환상적이며, 특히 밤에 불빛으로 환하게 빛나는 모습은 장관입니다.",2026,1.0,3,불빛,환하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"꼭대기에서 바라보는 서울의 전경은 정말 환상적이며, 특히 밤에 불빛으로 환하게 빛나는 모습은 장관입니다.",2026,1.0,3,모습,빛나다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,주변에는 산책하고 사진을 찍으며 분위기를 만끽할 수 있는 곳들이 많아 즐길 거리가 풍부합니다.,2026,1.0,4,곳,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,주변에는 산책하고 사진을 찍으며 분위기를 만끽할 수 있는 곳들이 많아 즐길 거리가 풍부합니다.,2026,1.0,4,즐길 거리,풍부하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,몇 시간 정도 시간을 내어 둘러보면 서울의 아름다움을 제대로 느낄 수 있을 거예요.,2026,1.0,5,아름다움,느끼다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울의 잊지 못할 추억을 만들어 줄 상징적인 장소입니다.,2026,1.0,6,장소,상징적이다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,서울에 가면 꼭 가봐야 할 곳이에요!,2026,1.0,1,,,,,긍정
1달 전,별표 5개,날씨도 너무 좋아서 완벽했어요.,2026,1.0,2,날씨,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,날씨도 너무 좋아서 완벽했어요.,2026,1.0,2,날씨,완벽하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,멋진 전망에 눈을 뗄 수가 없었답니다.,2026,1.0,3,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"타워에서 아래를 내려다볼 수 있는 좋은 자리를 찾았는데, 수제 맥주도 있어서 더 오래 머물렀어요.",2026,1.0,4,자리,좋다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,"타워에서 아래를 내려다볼 수 있는 좋은 자리를 찾았는데, 수제 맥주도 있어서 더 오래 머물렀어요.",2026,1.0,4,맥주,있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"찾아가기도 쉽고, 엘리베이터도 있어서 편리하고 빨랐어요.",2026,1.0,5,찾아가기,쉽다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"찾아가기도 쉽고, 엘리베이터도 있어서 편리하고 빨랐어요.",2026,1.0,5,엘리베이터,있다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"찾아가기도 쉽고, 엘리베이터도 있어서 편리하고 빨랐어요.",2026,1.0,5,엘리베이터,편리하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"찾아가기도 쉽고, 엘리베이터도 있어서 편리하고 빨랐어요.",2026,1.0,5,엘리베이터,빠르다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,화장실도 깨끗하고 쾌적해서 하늘을 감상하며 식사할 수 있었어요.,2026,1.0,6,화장실,깨끗하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,화장실도 깨끗하고 쾌적해서 하늘을 감상하며 식사할 수 있었어요.,2026,1.0,6,화장실,쾌적하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,서울의 멋진 파노라마 전망을 감상할 수 있는 곳입니다.,2026,1.0,1,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,환경도 깨끗하고 잘 설계되어 있어요.,2026,1.0,2,환경,깨끗하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,환경도 깨끗하고 잘 설계되어 있어요.,2026,1.0,2,환경,설계되다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,여행 일정에 꼭 포함시키기를 강력 추천합니다.,2026,1.0,3,,,,,긍정
1달 전,별표 5개,키가 큰,2026,1.0,1,키,크다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,"서울 타워에 처음 가봤는데, 최고로 멋진 꼭대기 전망이었어요.",2026,1.0,1,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,이곳은 서울역에서 꽤 멀기 때문에 402번이나 405번 버스를 타는 것을 추천합니다.,2026,1.0,1,이곳,멀다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,남산도서관에 도착하면 버스에서 내려 길을 조심해서 건너 타워 방향으로 난 길을 따라 걸어가면 됩니다.,2026,1.0,2,,,,,중립
1달 전,별표 5개,아니면 남산케이블카를 타고 걸어서 갈 수도 있습니다.,2026,1.0,3,,,,,중립
1달 전,별표 5개,두 곳 모두 지하철역에서 멀고 케이블카 요금이 꽤 비싸기 때문에 아기와 함께 가는 경우가 아니라면 버스를 타고 걸어가는 것을 추천합니다.,2026,1.0,4,곳,멀다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,두 곳 모두 지하철역에서 멀고 케이블카 요금이 꽤 비싸기 때문에 아기와 함께 가는 경우가 아니라면 버스를 타고 걸어가는 것을 추천합니다.,2026,1.0,4,요금,비싸다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,특히 저녁에 가면 더욱 멋진 경치를 감상할 수 있습니다.,2026,1.0,5,경치,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울의 멋진 전망을 감상할 수 있습니다.,2026,1.0,1,전망,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"다만 겨울에는 걸어 올라가기엔 매우 추울 수 있으니, 버스를 타고 올라가는 것을 추천합니다 (카카오/네이버 지도를 이용하세요).",2026,1.0,2,겨울,춥다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 3개,음...,2026,1.0,1,,,,,중립
1달 전,별표 3개,그냥 평범하네요!,2026,1.0,2,,,,,중립
