작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 5개,"한국의 유명 관광지인 이곳은 한복(전통 한국 의상)을 입고 사진을 찍기에 완벽한 장소이지만, 영하 10도의 추위 속에서 사진을 찍는 것은 춥기도 하지만 스릴 넘치는 경험입니다.",2026,1.0,1,장소,완벽하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"한국의 유명 관광지인 이곳은 한복(전통 한국 의상)을 입고 사진을 찍기에 완벽한 장소이지만, 영하 10도의 추위 속에서 사진을 찍는 것은 춥기도 하지만 스릴 넘치는 경험입니다.",2026,1.0,1,추위,춥다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"한국의 유명 관광지인 이곳은 한복(전통 한국 의상)을 입고 사진을 찍기에 완벽한 장소이지만, 영하 10도의 추위 속에서 사진을 찍는 것은 춥기도 하지만 스릴 넘치는 경험입니다.",2026,1.0,1,경험,스릴 넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,엄청난,2026,1.0,1,,,,,긍정
1달 전,별표 5개,여기는 제가 한국 드라마에서 자주 보던 곳이에요.,2026,1.0,1,,,,,중립
1달 전,별표 5개,꼭 한번 방문해서 한복을 빌려 입고 사진을 찍어보는 경험을 해보세요 (한복을 입으면 무료로 입장할 수 있어요).,2026,1.0,2,,,,,긍정
1달 전,별표 5개,토요일에 갔더니 사람이 꽤 많았어요.,2026,1.0,3,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,궁궐 안을 다 둘러보지 못해서 좀 아쉬웠어요.,2026,1.0,4,궁궐,아쉽다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 5개,창덕궁에 비하면 방문객이 7~8배는 더 많더라고요.,2026,1.0,5,방문객,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,좀 더 조용한 분위기에서 사진을 찍고 싶다면 근처 창덕궁이 더 나을 것 같아요.,2026,1.0,6,분위기,조용하다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,좀 더 조용한 분위기에서 사진을 찍고 싶다면 근처 창덕궁이 더 나을 것 같아요.,2026,1.0,6,창덕궁,낫다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,그래도 전반적으로 사진 찍기에는 좋은 곳이에요.,2026,1.0,7,곳,좋다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,하복을 입으면 무료 입장입니다.,2026,1.0,1,하복,입다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,이 구역은 화요일에 폐쇄됩니다.,2026,1.0,2,구역,폐쇄되다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,시원한,2026,1.0,1,,,,,긍정
1달 전,별표 4개,서울에서 방문하기 좋은 매우 아름답고 잘 관리된 장소입니다.,2026,1.0,1,장소,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,서울에서 방문하기 좋은 매우 아름답고 잘 관리된 장소입니다.,2026,1.0,1,장소,아름답다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 4개,서울에서 방문하기 좋은 매우 아름답고 잘 관리된 장소입니다.,2026,1.0,1,장소,관리되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"~2025년 11월 중순으로 돌아가 봐요~

이 궁궐은 정말 아름다워요!",2026,1.0,1,궁궐,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,규모가 엄청나서 궁궐 전체에서 한국 문화의 정수를 느낄 수 있었어요.,2026,1.0,2,규모,엄청나다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,규모가 엄청나서 궁궐 전체에서 한국 문화의 정수를 느낄 수 있었어요.,2026,1.0,2,정수,느끼다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정원을 전부 둘러보는 데 4시간 정도 걸렸어요.,2026,1.0,3,정원,둘러보다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 5개,정원을 전부 둘러보는 데 4시간 정도 걸렸어요.,2026,1.0,3,시간,걸리다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,꼭 방문해서 시간을 들여 천천히 구경해 보세요.,2026,1.0,4,시간,들이다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,꼭 방문해서 시간을 들여 천천히 구경해 보세요.,2026,1.0,4,구경,하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,아름다운 곳이고 방문할 가치가 있습니다,2026,1.0,1,곳,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,아름다운 곳이고 방문할 가치가 있습니다,2026,1.0,1,가치,있다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정말 마음에 드는 곳이에요 - 서울에서 꼭 가봐야 할 곳입니다.,2026,1.0,1,곳,들다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정말 마음에 드는 곳이에요 - 서울에서 꼭 가봐야 할 곳입니다.,2026,1.0,1,곳,가다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,10시가 지나면 수문군의 교대식은 보이지 않았지만 11시부터 광화문 수위식은 보였다.,2026,1.0,1,교대식,보이다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,10시가 지나면 수문군의 교대식은 보이지 않았지만 11시부터 광화문 수위식은 보였다.,2026,1.0,1,수위식,보이다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,갔던 날 앞의 밤에 눈이 내리고 경복궁은 설경이었다.,2026,1.0,2,눈,내리다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,경복궁의 문번의 교대시간에 거주할 수 있었습니다.,2026,1.0,1,거주,하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,영하 13도였지만 방문할 가치는 충분했어요.,2026,1.0,1,가치,충분하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"짧은 여행이었지만, 한 번도 가본 적이 없다면 과거로 시간 여행을 떠난 듯한 기분을 느낄 수 있을 거예요.",2026,1.0,2,여행,짧다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"짧은 여행이었지만, 한 번도 가본 적이 없다면 과거로 시간 여행을 떠난 듯한 기분을 느낄 수 있을 거예요.",2026,1.0,2,기분,느끼다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,길 건너편 다방(2층 카페)에 가서 따뜻한 음료를 마시며 몸을 녹이고 휴식을 취했어요.,2026,1.0,3,음료,따뜻하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,길 건너편 다방(2층 카페)에 가서 따뜻한 음료를 마시며 몸을 녹이고 휴식을 취했어요.,2026,1.0,3,음료,마시다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,길 건너편 다방(2층 카페)에 가서 따뜻한 음료를 마시며 몸을 녹이고 휴식을 취했어요.,2026,1.0,3,몸,녹이다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,길 건너편 다방(2층 카페)에 가서 따뜻한 음료를 마시며 몸을 녹이고 휴식을 취했어요.,2026,1.0,3,휴식,취하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,인천공항에서 귀국 비행기를 타기 전 좋은 시간이었네요.,2026,1.0,4,비행기,타다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,인천공항에서 귀국 비행기를 타기 전 좋은 시간이었네요.,2026,1.0,4,시간,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,방금 2년 전에 그녀와 처음으로 방문했지만 한국을 대표하는 왕궁인 만큼 그 규모와 아름다움에 압도되었습니다.,2026,1.0,1,규모,압도되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,방금 2년 전에 그녀와 처음으로 방문했지만 한국을 대표하는 왕궁인 만큼 그 규모와 아름다움에 압도되었습니다.,2026,1.0,1,아름다움,압도되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,바로 「한국의 전통미」를 느낄 수 있는 장소입니다.,2026,1.0,2,전통미,느끼다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"넓은 부지내를 천천히 산책하는 것만으로, 마치 타임 슬립한 것 같은 호화스러운 시간을 보낼 수 있었습니다.",2026,1.0,3,부지,넓다,3. 시설 및 환경,공간 관리 상태,중립
1달 전,별표 5개,"넓은 부지내를 천천히 산책하는 것만으로, 마치 타임 슬립한 것 같은 호화스러운 시간을 보낼 수 있었습니다.",2026,1.0,3,산책,하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"넓은 부지내를 천천히 산책하는 것만으로, 마치 타임 슬립한 것 같은 호화스러운 시간을 보낼 수 있었습니다.",2026,1.0,3,시간,호화스럽다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"넓은 부지내를 천천히 산책하는 것만으로, 마치 타임 슬립한 것 같은 호화스러운 시간을 보낼 수 있었습니다.",2026,1.0,3,시간,보내다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,사진 빛나는 명소도 많아 그녀도 매우 기뻐했습니다.,2026,1.0,4,명소,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,사진 빛나는 명소도 많아 그녀도 매우 기뻐했습니다.,2026,1.0,4,그녀,기뻐하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,서울 관광에서는 절대로 빼놓을 수없는 명소입니다!,2026,1.0,5,명소,빼놓다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"아름다운 정원, 아름다운 궁전, 매우 저렴한 입장료",2026,1.0,1,정원,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아름다운 정원, 아름다운 궁전, 매우 저렴한 입장료",2026,1.0,1,궁전,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"아름다운 정원, 아름다운 궁전, 매우 저렴한 입장료",2026,1.0,1,입장료,저렴하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,전통적인 장소이지만 매우 붐빕니다.,2026,1.0,1,장소,전통적이다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 4개,전통적인 장소이지만 매우 붐빕니다.,2026,1.0,1,장소,붐비다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,"궁궐 건축 양식이 아름답고, 한혹을 빌리면 입장권을 살 필요가 없습니다.",2026,1.0,1,건축 양식,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"궁궐 건축 양식이 아름답고, 한혹을 빌리면 입장권을 살 필요가 없습니다.",2026,1.0,1,한혹,빌리다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"궁궐 건축 양식이 아름답고, 한혹을 빌리면 입장권을 살 필요가 없습니다.",2026,1.0,1,입장권,사다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,관광객들이 사진을 찍을 만한 곳도 많습니다.,2026,1.0,2,사진,찍다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,관광객들이 사진을 찍을 만한 곳도 많습니다.,2026,1.0,2,곳,많다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,각국의 무료 투어 가이드가 있습니다.,2026,1.0,1,가이드,있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,제가 방문했던 궁궐 중 최고였습니다.,2026,1.0,1,궁궐,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"창덕궁, 창경궁, 그리고 비밀의 정원을 가봤는데, 경복궁이 가장 좋았습니다.",2026,1.0,2,경복궁,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,경복궁은 정말 멋져요!,2026,1.0,1,경복궁,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,경복궁 방문은 잊을 수 없는 경험이었습니다.,2026,1.0,1,경험,잊을 수 없다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"웅장한 건축물과 평화로운 주변 환경, 그리고 궁궐에 얽힌 역사는 그곳을 더욱 특별하게 만들었습니다.",2026,1.0,2,건축물,웅장하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"웅장한 건축물과 평화로운 주변 환경, 그리고 궁궐에 얽힌 역사는 그곳을 더욱 특별하게 만들었습니다.",2026,1.0,2,환경,평화롭다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,"웅장한 건축물과 평화로운 주변 환경, 그리고 궁궐에 얽힌 역사는 그곳을 더욱 특별하게 만들었습니다.",2026,1.0,2,그곳,특별하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,수문장 교대식을 관람하고 궁궐 경내를 거닐다 보면 마치 시간 여행을 떠난 듯한 기분을 느낄 수 있습니다.,2026,1.0,3,,,,,긍정
1달 전,별표 5개,서울에 오시면 꼭 방문해야 할 곳입니다!,2026,1.0,4,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,근위병 교대식 시간에 맞춰 가세요.,2026,1.0,1,,,,,중립
1달 전,별표 5개,하지만 전체 행사를 다 볼 필요는 없어요.,2026,1.0,2,행사,필요없다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,너무 오래 걸리거든요.,2026,1.0,3,,,,,부정
1달 전,별표 5개,이곳은 정말 멋진 경험을 선사합니다.,2026,1.0,4,경험,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"거의 모든 부분이 복제품이라 영화 세트장 같을 거라고 예상했는데, 전혀 실망스럽지 않았어요.",2026,1.0,5,부분,실망스럽지 않다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,규모가 엄청나고 공사가 계속되면서 점점 더 커지고 있습니다.,2026,1.0,6,규모,엄청나다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,규모가 엄청나고 공사가 계속되면서 점점 더 커지고 있습니다.,2026,1.0,6,규모,커지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,서울에 가면 꼭 한번 들러볼 만한 곳이에요.,2026,1.0,7,곳,들르다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,참고: 역사적인 한국 의상을 대여해서 사진 촬영을 할 수 있어요.,2026,1.0,8,,,,,중립
1달 전,별표 5개,"저희는 이용하지 않았지만, 저희가 갔을 때 많은 사람들이 그 옷을 입고 있었고 재밌어 보였어요.",2026,1.0,9,옷,재밌다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,모든 연령대를 위한 의상이 있는 것 같아요.,2026,1.0,10,의상,있다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"12월 중순이었지만, 따뜻한 햇살이 풍부한 가운데, 교대식이나 미야우치를 보고 둘러봤습니다.",2026,1.0,1,햇살,따뜻하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"12월 중순이었지만, 따뜻한 햇살이 풍부한 가운데, 교대식이나 미야우치를 보고 둘러봤습니다.",2026,1.0,1,햇살,풍부하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,경복궁의 남쪽에는 현대의 발전한 빌딩가에 압도되었습니다.,2026,1.0,2,빌딩가,발전하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,경복궁의 남쪽에는 현대의 발전한 빌딩가에 압도되었습니다.,2026,1.0,2,빌딩가,압도되다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,지하철에서 가깝고 매우 소중한 문화재입니다.,2026,1.0,3,문화재,가깝다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,지하철에서 가깝고 매우 소중한 문화재입니다.,2026,1.0,3,문화재,소중하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"아름다움과 역사, 그리고 전통이 어우러진 이곳은 정말 마법 같은 장소입니다.",2026,1.0,1,이곳,어우러지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"아름다움과 역사, 그리고 전통이 어우러진 이곳은 정말 마법 같은 장소입니다.",2026,1.0,1,장소,마법 같다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,전통 한선을 입고 궁궐 경내를 거닐다 보면 마치 오래전 시대로 시간 여행을 떠난 듯한 기분을 느낄 수 있습니다.,2026,1.0,2,,,,,긍정
1달 전,별표 5개,서울에서 꼭 방문해야 할 명소입니다.,2026,1.0,3,명소,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,멋진 궁궐이지만 중국의 궁궐만큼 화려하지는 않습니다.,2026,1.0,1,궁궐,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,멋진 궁궐이지만 중국의 궁궐만큼 화려하지는 않습니다.,2026,1.0,1,궁궐,화려하지 않다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,규모도 중국 궁궐보다 작습니다.,2026,1.0,2,규모,작다,2. 시각적 요소,볼거리 및 경관,중립
1달 전,별표 4개,하지만 전통 의상을 입고 와서 분위기를 만끽하는 것은 여전히 ​​좋은 경험입니다.,2026,1.0,3,경험,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,운이 좋으면 근위병 교대식을 볼 수도 있습니다.,2026,1.0,4,운,좋다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 4개,방문 전에 일정을 확인해서 관람할 수 있도록 하세요.,2026,1.0,5,,,,,중립
1달 전,별표 5개,역사를 좋아하고 조선 시대에 대해 더 자세히 알고 싶다면...,2026,1.0,1,,,,,중립
1달 전,별표 5개,서울에 가신다면 꼭 전통 한국 의상을 입고 경복궁에 가보세요.,2026,1.0,1,,,,,긍정
1달 전,별표 5개,전통 의상을 입으면 무료로 입장할 수 있어요.,2026,1.0,2,입장,무료이다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,수문장 교대식은 정말 아름다운 경험이었어요.,2026,1.0,3,경험,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,😍,2026,1.0,4,,,,,긍정
1달 전,별표 4개,"문화의 날에 경복궁을 처음 방문했는데, 정말 웅장하고 모든 곳이 그림 같았어요.",2026,1.0,1,경복궁,웅장하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"문화의 날에 경복궁을 처음 방문했는데, 정말 웅장하고 모든 곳이 그림 같았어요.",2026,1.0,1,곳,같다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 4개,경관을 조성하는 기술에 진심으로 감탄했습니다.,2026,1.0,2,기술,감탄하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,우리는 한복을 입고 궁궐을 돌아다니며 정말 즐거운 시간을 보냈어요.,2026,1.0,1,시간,즐겁다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,한복을 입으면 모든 궁궐에 무료로 입장할 수 있더라고요.,2026,1.0,2,입장,가능하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 3개,"오늘 오후 5시에 도착했는데, 입장을 허락하지 않았어요.",2026,1.0,1,입장,허락하다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 3개,길 건너편 커피숍에서 커피만 마실 수밖에 없었어요.,2026,1.0,2,,,,,부정
1달 전,별표 5개,"2024년 1월과 2025년 1월
꼭 봐야 할 곳이에요, 특히 근위병 교대식은요.",2026,1.0,1,곳,보다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,전 세계에서 많은 사람들이 이 아름답고 유서 깊은 궁궐을 방문해요.,2026,1.0,2,궁궐,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,전 세계에서 많은 사람들이 이 아름답고 유서 깊은 궁궐을 방문해요.,2026,1.0,2,궁궐,깊다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,근위병들이 아름다운 한복을 입고 있는 모습은 정말 멋져요.,2026,1.0,3,한복,아름답다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,근위병들이 아름다운 한복을 입고 있는 모습은 정말 멋져요.,2026,1.0,3,모습,멋지다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,😉🤙✌️🫰,2026,1.0,4,,,,,긍정
1달 전,별표 5개,근위병 교대식을 구경하기 좋은 곳입니다.,2026,1.0,1,곳,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,방문해보시길 추천드립니다,2026,1.0,1,방문,추천하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,그날 몸 상태가 좀 안 좋아서 궁궐 구석구석을 다 둘러보지는 못했어요.,2026,1.0,1,상태,좋다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 5개,"사실, 어떤 곳에서는 한참 앉아서 쉬기도 했죠.",2026,1.0,2,,,,,중립
1달 전,별표 5개,그래도 정말 멋진 경험이었어요.,2026,1.0,3,경험,멋지다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"경복궁 방문은 정말 환상적인 경험이었고, 기대 이상으로 기억에 남는 시간이었어요.",2026,1.0,1,경험,환상적이다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"경복궁 방문은 정말 환상적인 경험이었고, 기대 이상으로 기억에 남는 시간이었어요.",2026,1.0,1,시간,남다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,한국역사설명진흥원에서 무료 영어 가이드 투어를 제공해 주셔서 정말 기뻤습니다.,2026,1.0,2,투어,기쁘다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"투어는 전혀 예상하지 못했고, 평소 가이드 투어를 즐겨 보지 않는데, 이번 투어 덕분에 생각이 완전히 바뀌었어요.",2026,1.0,3,생각,바뀌다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"특히 저를 위해 멋진 안내를 해주신 젊은 자원봉사자분들, 신디 김단비, 이시아, 강지원 님께 특별히 감사드립니다.",2026,1.0,4,안내,멋지다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"특히 저를 위해 멋진 안내를 해주신 젊은 자원봉사자분들, 신디 김단비, 이시아, 강지원 님께 특별히 감사드립니다.",2026,1.0,4,자원봉사자,감사하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"그분들은 지식도 풍부하고 열정적이셨으며, 궁궐의 역사를 생생하게 전달해 주시는 흥미롭고 재미있는 사실들을 많이 알려주셨어요.",2026,1.0,5,지식,풍부하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"그분들은 지식도 풍부하고 열정적이셨으며, 궁궐의 역사를 생생하게 전달해 주시는 흥미롭고 재미있는 사실들을 많이 알려주셨어요.",2026,1.0,5,사실,흥미롭다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"그분들은 지식도 풍부하고 열정적이셨으며, 궁궐의 역사를 생생하게 전달해 주시는 흥미롭고 재미있는 사실들을 많이 알려주셨어요.",2026,1.0,5,사실,재미있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"궁궐 부지는 정말 광활하고, 지금 우리가 보는 모습은 원래 궁궐의 10% 정도만 복원한 것이라는 사실이 믿기지 않을 정도였습니다.",2026,1.0,6,부지,광활하다,3. 시설 및 환경,공간 관리 상태,긍정
1달 전,별표 5개,"궁궐 부지는 정말 광활하고, 지금 우리가 보는 모습은 원래 궁궐의 10% 정도만 복원한 것이라는 사실이 믿기지 않을 정도였습니다.",2026,1.0,6,사실,믿기다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,그것만으로도 경복궁이 얼마나 웅장하고 중요한 곳인지 실감할 수 있었어요.,2026,1.0,7,곳,웅장하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,그것만으로도 경복궁이 얼마나 웅장하고 중요한 곳인지 실감할 수 있었어요.,2026,1.0,7,곳,중요하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"게다가 입장료도 3,000원으로 매우 저렴해서 더욱 좋았습니다.",2026,1.0,8,입장료,저렴하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"게다가 입장료도 3,000원으로 매우 저렴해서 더욱 좋았습니다.",2026,1.0,8,입장료,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,궁궐 내 매표소에서 티켓을 쉽게 구매할 수 있고 신용카드 결제도 가능해서 매우 편리합니다.,2026,1.0,9,구매,쉽다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,궁궐 내 매표소에서 티켓을 쉽게 구매할 수 있고 신용카드 결제도 가능해서 매우 편리합니다.,2026,1.0,9,결제,가능하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,궁궐 내 매표소에서 티켓을 쉽게 구매할 수 있고 신용카드 결제도 가능해서 매우 편리합니다.,2026,1.0,9,결제,편리하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"전반적으로 훌륭한 경험이었고, 한복을 입고 사진을 찍는 것 이상의 한국 문화에 대해 더 깊이 이해하고 싶은 사람이라면 꼭 방문해야 할 곳입니다.",2026,1.0,10,경험,훌륭하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"전반적으로 훌륭한 경험이었고, 한복을 입고 사진을 찍는 것 이상의 한국 문화에 대해 더 깊이 이해하고 싶은 사람이라면 꼭 방문해야 할 곳입니다.",2026,1.0,10,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,특히 가이드 투어에 참여할 수 있다면 더욱 추천합니다.,2026,1.0,11,투어,추천하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 3개,"특별한 매력이 없어 보이는 평범한 광장과 건물들, 지역 주민들에게 더 어울리는 장소가 이제 관광객들로 북적이고 있다.",2026,1.0,1,매력,없다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 3개,"특별한 매력이 없어 보이는 평범한 광장과 건물들, 지역 주민들에게 더 어울리는 장소가 이제 관광객들로 북적이고 있다.",2026,1.0,1,광장,평범하다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 3개,"특별한 매력이 없어 보이는 평범한 광장과 건물들, 지역 주민들에게 더 어울리는 장소가 이제 관광객들로 북적이고 있다.",2026,1.0,1,건물,평범하다,2. 시각적 요소,볼거리 및 경관,부정
1달 전,별표 3개,"특별한 매력이 없어 보이는 평범한 광장과 건물들, 지역 주민들에게 더 어울리는 장소가 이제 관광객들로 북적이고 있다.",2026,1.0,1,장소,어울리다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 3개,"특별한 매력이 없어 보이는 평범한 광장과 건물들, 지역 주민들에게 더 어울리는 장소가 이제 관광객들로 북적이고 있다.",2026,1.0,1,장소,북적이다,5. 이용 편의성,접근 및 물리적 여건,부정
