작성일,평점,리뷰번역,연도,월,문장_번호,aspect,predicate,대분류,소분류,감성
1달 전,별표 5개,하지만 관광객들에게는 좋은 지역입니다.,2026,1.0,2,지역,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,명동 길거리 음식은 한 곳에서 다양한 한국 간식을 맛볼 수 있는 좋은 곳입니다.,2026,1.0,1,음식,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,명동 길거리 음식은 한 곳에서 다양한 한국 간식을 맛볼 수 있는 좋은 곳입니다.,2026,1.0,1,간식,맛보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,명동 길거리 음식은 한 곳에서 다양한 한국 간식을 맛볼 수 있는 좋은 곳입니다.,2026,1.0,1,곳,좋다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"짭짤한 맛부터 달콤한 맛까지 선택의 폭이 넓고, 대부분의 맛이 외국인 관광객도 부담 없이 즐길 수 있을 정도로 강하거나 특이하지 않습니다.",2026,1.0,2,폭,넓다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"짭짤한 맛부터 달콤한 맛까지 선택의 폭이 넓고, 대부분의 맛이 외국인 관광객도 부담 없이 즐길 수 있을 정도로 강하거나 특이하지 않습니다.",2026,1.0,2,맛,즐기다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"짭짤한 맛부터 달콤한 맛까지 선택의 폭이 넓고, 대부분의 맛이 외국인 관광객도 부담 없이 즐길 수 있을 정도로 강하거나 특이하지 않습니다.",2026,1.0,2,맛,강하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"짭짤한 맛부터 달콤한 맛까지 선택의 폭이 넓고, 대부분의 맛이 외국인 관광객도 부담 없이 즐길 수 있을 정도로 강하거나 특이하지 않습니다.",2026,1.0,2,맛,특이하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"많은 가게에서 음식을 바로 조리해서 따뜻하고, 미리 만들어 놓은 것보다 훨씬 맛있습니다.",2026,1.0,3,가게,조리하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"많은 가게에서 음식을 바로 조리해서 따뜻하고, 미리 만들어 놓은 것보다 훨씬 맛있습니다.",2026,1.0,3,음식,따뜻하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"많은 가게에서 음식을 바로 조리해서 따뜻하고, 미리 만들어 놓은 것보다 훨씬 맛있습니다.",2026,1.0,3,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"양도 푸짐해서 나눠 먹거나, 돌아다니면서 몇 가지를 맛보기에 좋습니다.",2026,1.0,4,양,푸짐하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"양도 푸짐해서 나눠 먹거나, 돌아다니면서 몇 가지를 맛보기에 좋습니다.",2026,1.0,4,맛보기,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,위치도 편리하고 활기찬 분위기라 명동에서 쇼핑하는 김에 잠시 들르기에도 좋습니다.,2026,1.0,5,위치,편리하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,위치도 편리하고 활기찬 분위기라 명동에서 쇼핑하는 김에 잠시 들르기에도 좋습니다.,2026,1.0,5,분위기,활기차다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,위치도 편리하고 활기찬 분위기라 명동에서 쇼핑하는 김에 잠시 들르기에도 좋습니다.,2026,1.0,5,들르기,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"전반적으로, 다양한 종류의 맛있는 음식을 맛볼 수 있고 관광객에게도 부담 없는 훌륭한 길거리 음식 명소입니다.",2026,1.0,6,음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"전반적으로, 다양한 종류의 맛있는 음식을 맛볼 수 있고 관광객에게도 부담 없는 훌륭한 길거리 음식 명소입니다.",2026,1.0,6,음식,맛보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"전반적으로, 다양한 종류의 맛있는 음식을 맛볼 수 있고 관광객에게도 부담 없는 훌륭한 길거리 음식 명소입니다.",2026,1.0,6,명소,훌륭하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"시장과 상점들이 늦게까지 문을 여는 건 좋지만, 사람이 너무 많아요.",2026,1.0,1,시장,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,"시장과 상점들이 늦게까지 문을 여는 건 좋지만, 사람이 너무 많아요.",2026,1.0,1,상점,좋다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 4개,"시장과 상점들이 늦게까지 문을 여는 건 좋지만, 사람이 너무 많아요.",2026,1.0,1,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"길거리 음식 가격은 터무니없이 비싼 경우가 많은데, 예를 들어 탕후루는 3천 파운드가 아니라 6천 파운드나 하더라고요.",2026,1.0,2,가격,비싸다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"길거리 음식 가격은 터무니없이 비싼 경우가 많은데, 예를 들어 탕후루는 3천 파운드가 아니라 6천 파운드나 하더라고요.",2026,1.0,2,경우,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,"길거리 음식 가격은 터무니없이 비싼 경우가 많은데, 예를 들어 탕후루는 3천 파운드가 아니라 6천 파운드나 하더라고요.",2026,1.0,2,탕후루,하다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 4개,길거리 음식을 제대로 즐기고 싶다면 차라리 그곳에 가지 않는 게 나을 거예요.,2026,1.0,3,음식,즐기다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 4개,길거리 음식을 제대로 즐기고 싶다면 차라리 그곳에 가지 않는 게 나을 거예요.,2026,1.0,3,곳,가다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,길거리 음식을 제대로 즐기고 싶다면 차라리 그곳에 가지 않는 게 나을 거예요.,2026,1.0,3,곳,낫다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,늘 북적거리고 맛있는 간식도 많아요😁,2026,1.0,1,간식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 4개,늘 북적거리고 맛있는 간식도 많아요😁,2026,1.0,1,간식,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,명동은 보통 사람들로 북적입니다.,2026,1.0,1,명동,북적이다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,많은 관광객들이 이곳을 찾죠.,2026,1.0,2,관광객,많다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,많은 관광객들이 이곳을 찾죠.,2026,1.0,2,이곳,찾다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,길거리 음식점도 많아서 쇼핑을 하면서 간단히 식사를 해결할 수 있습니다.,2026,1.0,3,음식점,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,길거리 음식점도 많아서 쇼핑을 하면서 간단히 식사를 해결할 수 있습니다.,2026,1.0,3,식사,해결하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"다만, 다른 지역에 비해 물가가 다소 높은 편입니다.",2026,1.0,4,물가,높다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 2개,"한 번 방문할 만한 곳이고, 그게 전부인 것 같아요.",2026,1.0,1,곳,방문하다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 2개,마치 관광객들로 북적이는 동물원 같아요...,2026,1.0,2,동물원,북적이다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 2개,"시끄럽고, 사람들로 가득하고, 비싸고, 과대광고된 곳이죠.",2026,1.0,3,곳,시끄럽다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 2개,"시끄럽고, 사람들로 가득하고, 비싸고, 과대광고된 곳이죠.",2026,1.0,3,곳,가득하다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 2개,"시끄럽고, 사람들로 가득하고, 비싸고, 과대광고된 곳이죠.",2026,1.0,3,곳,비싸다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 2개,"시끄럽고, 사람들로 가득하고, 비싸고, 과대광고된 곳이죠.",2026,1.0,3,곳,과대광고되다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 2개,질보다는 양에 치중한 곳이에요.,2026,1.0,4,곳,치중하다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 2개,"물론 이런 환경에서 잘 지내는 사람들도 있겠지만, 저는 아니네요.",2026,1.0,5,사람,지내다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 2개,"물론 이런 환경에서 잘 지내는 사람들도 있겠지만, 저는 아니네요.",2026,1.0,5,사람,있다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,쇼핑과 길거리 음식을 즐기기에 더할 나위 없이 좋은 환상적인 거리입니다.,2026,1.0,1,쇼핑,즐기다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 길거리 음식을 즐기기에 더할 나위 없이 좋은 환상적인 거리입니다.,2026,1.0,1,음식,즐기다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 길거리 음식을 즐기기에 더할 나위 없이 좋은 환상적인 거리입니다.,2026,1.0,1,거리,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 길거리 음식을 즐기기에 더할 나위 없이 좋은 환상적인 거리입니다.,2026,1.0,1,거리,환상적이다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,저녁에 방문하시면 멋진 예술 공연과 다양한 음식 가판대를 만나보실 수 있습니다.,2026,1.0,2,공연,멋지다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,저녁에 방문하시면 멋진 예술 공연과 다양한 음식 가판대를 만나보실 수 있습니다.,2026,1.0,2,가판대,다양하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,저녁에 방문하시면 멋진 예술 공연과 다양한 음식 가판대를 만나보실 수 있습니다.,2026,1.0,2,가판대,만나다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"K팝 관련 상품 판매점, 레스토랑, 약국 등 다양한 종류의 가게들이 있습니다.",2026,1.0,1,가게,다양하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"K팝 관련 상품 판매점, 레스토랑, 약국 등 다양한 종류의 가게들이 있습니다.",2026,1.0,1,가게,있다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,이곳은 모든 것을 갖추고 있어요.,2026,1.0,1,이곳,갖추다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"유명 브랜드 매장들이 다 모여 있고, 거리는 낮이든 밤이든 활기가 넘쳐요.",2026,1.0,2,매장,유명하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"유명 브랜드 매장들이 다 모여 있고, 거리는 낮이든 밤이든 활기가 넘쳐요.",2026,1.0,2,매장,모이다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,"유명 브랜드 매장들이 다 모여 있고, 거리는 낮이든 밤이든 활기가 넘쳐요.",2026,1.0,2,거리,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"구경할 곳도 많고, 맛볼 음식도 정말 많아요.",2026,1.0,3,곳,구경하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"구경할 곳도 많고, 맛볼 음식도 정말 많아요.",2026,1.0,3,곳,많다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"구경할 곳도 많고, 맛볼 음식도 정말 많아요.",2026,1.0,3,음식,맛보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"구경할 곳도 많고, 맛볼 음식도 정말 많아요.",2026,1.0,3,음식,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,서울에 오면 꼭 방문해야 할 곳입니다.,2026,1.0,4,곳,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"명동 쇼핑 거리는 음식, 패션, K-뷰티를 사랑하는 사람들에게 그야말로 천국이었어요!",2026,1.0,1,사람,사랑하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,분위기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,불고기,팔다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,김밥,팔다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,감자튀김,유명하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,감자튀김,꼬불꼬불하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"활기 넘치는 분위기에 더해, 노점상에서 파는 불고기, 김밥, 그리고 유명한 꼬불꼬불한 감자튀김까지 맛보는 재미가 최고였죠.",2026,1.0,2,재미,맛보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,다른 곳에서는 찾아볼 수 없는 특별한 디저트들도 많아서 쇼핑 중간에 즐기기 딱 좋았어요.,2026,1.0,3,디저트,찾아보다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,다른 곳에서는 찾아볼 수 없는 특별한 디저트들도 많아서 쇼핑 중간에 즐기기 딱 좋았어요.,2026,1.0,3,디저트,특별하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,다른 곳에서는 찾아볼 수 없는 특별한 디저트들도 많아서 쇼핑 중간에 즐기기 딱 좋았어요.,2026,1.0,3,디저트,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,다른 곳에서는 찾아볼 수 없는 특별한 디저트들도 많아서 쇼핑 중간에 즐기기 딱 좋았어요.,2026,1.0,3,즐기기,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 다양한 현지 먹거리를 한데 즐길 수 있는 최고의 장소였어요!,2026,1.0,4,먹거리,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 다양한 현지 먹거리를 한데 즐길 수 있는 최고의 장소였어요!,2026,1.0,4,장소,즐기다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,이곳에 별 다섯 개를 줄 수는 없어요.,2026,1.0,1,별,주다,1. 전반적 인식,종합 만족도,부정
1달 전,별표 4개,왜냐하면 너무 붐볐거든요!,2026,1.0,2,,,,,부정
1달 전,별표 4개,"저는 야외 시장을 좋아하지만, 이곳은 비교할 대상이 없을 정도예요.",2026,1.0,3,야외 시장,좋아하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"저는 야외 시장을 좋아하지만, 이곳은 비교할 대상이 없을 정도예요.",2026,1.0,3,대상,없다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 4개,"사진은 시장이 시작될 무렵에 찍은 건데, 그 이후로도 계속 사람이 많았어요.",2026,1.0,4,사람,많다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 4개,인파 관리가 전혀 안 되고 있더라고요.,2026,1.0,5,인파 관리,안 되다,3. 시설 및 환경,공간 관리 상태,부정
1달 전,별표 3개,혼잡하고 비싼,2026,1.0,1,,,,,부정
1달 전,별표 5개,제가 서울에서 가장 좋아하고 자주 가는 곳이에요.,2026,1.0,1,곳,좋아하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,제가 서울에서 가장 좋아하고 자주 가는 곳이에요.,2026,1.0,1,곳,가다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,길거리 음식이 정말 맛있었어요.,2026,1.0,2,길거리 음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,가격도 저렴하고 할랄 음식을 포함해서 다양한 메뉴가 있었어요.,2026,1.0,3,가격,저렴하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,가격도 저렴하고 할랄 음식을 포함해서 다양한 메뉴가 있었어요.,2026,1.0,3,메뉴,다양하다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,가격도 저렴하고 할랄 음식을 포함해서 다양한 메뉴가 있었어요.,2026,1.0,3,메뉴,있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,서울에 가면 절대 놓쳐서는 안 될 곳이에요!,2026,1.0,1,곳,놓치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,쇼핑과 식사가 매우 좋았습니다,2026,1.0,1,쇼핑,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,쇼핑과 식사가 매우 좋았습니다,2026,1.0,1,식사,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,훌륭한 곳,2026,1.0,1,곳,훌륭하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정말 멋졌어요.,2026,1.0,1,,,,,긍정
1달 전,별표 5개,"상점도 많고, 활기 넘치고, 음식도 최고였어요.",2026,1.0,2,상점,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"상점도 많고, 활기 넘치고, 음식도 최고였어요.",2026,1.0,2,활기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"명동 쇼핑은 활기 넘치고 흥미진진한 곳으로, 수많은 화장품 매장, 트렌디한 패션 브랜드, 맛있는 길거리 음식이 한곳에 모여 있습니다.",2026,1.0,1,활기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"명동 쇼핑은 활기 넘치고 흥미진진한 곳으로, 수많은 화장품 매장, 트렌디한 패션 브랜드, 맛있는 길거리 음식이 한곳에 모여 있습니다.",2026,1.0,1,곳,흥미진진하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"명동 쇼핑은 활기 넘치고 흥미진진한 곳으로, 수많은 화장품 매장, 트렌디한 패션 브랜드, 맛있는 길거리 음식이 한곳에 모여 있습니다.",2026,1.0,1,길거리 음식,맛있다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,"명동 쇼핑은 활기 넘치고 흥미진진한 곳으로, 수많은 화장품 매장, 트렌디한 패션 브랜드, 맛있는 길거리 음식이 한곳에 모여 있습니다.",2026,1.0,1,화장품 매장,모이다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,낮에도 밤에도 생동감 넘치는 이곳은 쇼핑과 간단한 식사를 즐기기에 서울에서 꼭 방문해야 할 명소입니다.,2026,1.0,2,생동감,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,낮에도 밤에도 생동감 넘치는 이곳은 쇼핑과 간단한 식사를 즐기기에 서울에서 꼭 방문해야 할 명소입니다.,2026,1.0,2,명소,방문하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"2025년 1월
모두가 꼭 들러야 할 곳.",2026,1.0,1,곳,들르다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,"냄새, 풍경, 소리를 만끽하세요.",2026,1.0,2,냄새,만끽하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"냄새, 풍경, 소리를 만끽하세요.",2026,1.0,2,풍경,만끽하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,"냄새, 풍경, 소리를 만끽하세요.",2026,1.0,2,소리,만끽하다,2. 시각적 요소,볼거리 및 경관,긍정
1달 전,별표 5개,정말 맛있어요!,2026,1.0,3,,,,,긍정
1달 전,별표 5개,😊🤙✌️…,2026,1.0,4,,,,,긍정
1달 전,별표 5개,아름다운 혼돈.,2026,1.0,1,혼돈,아름답다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,길거리 음식도 많고 활기 넘치는 분위기.,2026,1.0,2,길거리 음식,많다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,길거리 음식도 많고 활기 넘치는 분위기.,2026,1.0,2,활기,넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,문어 다리를 파는 두 사람을 조심하세요.,2026,1.0,1,사람,조심하다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,돈을 받고 나면 약속했던 양보다 훨씬 적은 양을 주고는 불평하는 당신을 비웃습니다.,2026,1.0,2,양,적다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,돈을 받고 나면 약속했던 양보다 훨씬 적은 양을 주고는 불평하는 당신을 비웃습니다.,2026,1.0,2,당신,비웃다,4. 활동 및 서비스,체험 콘텐츠,부정
1달 전,별표 5개,매우 붐비지만 방문할 가치가 있는 곳입니다.,2026,1.0,1,곳,있다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,서울에 가면 꼭 가봐야 할 곳이에요.,2026,1.0,2,곳,가다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,매우 독특한 장소,2026,1.0,1,장소,독특하다,1. 전반적 인식,종합 만족도,중립
1달 전,별표 5개,명동은 서울 쇼핑의 중심지로 유명합니다.,2026,1.0,1,명동,유명하다,4. 활동 및 서비스,체험 콘텐츠,중립
1달 전,별표 5개,이 지역에서는 없는 게 없을 정도로 모든 것을 찾을 수 있죠.,2026,1.0,2,것,찾다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,일행과 함께라면 인파가 끊이지 않아 길을 잃을 수도 있어요.,2026,1.0,3,인파,끊이지 않다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,일행과 함께라면 인파가 끊이지 않아 길을 잃을 수도 있어요.,2026,1.0,3,길,잃다,5. 이용 편의성,접근 및 물리적 여건,부정
1달 전,별표 5개,하하.,2026,1.0,4,,,,,중립
1달 전,별표 5개,명동 특유의 분위기는 젊고 활기 넘칩니다.,2026,1.0,5,분위기,젊다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,명동 특유의 분위기는 젊고 활기 넘칩니다.,2026,1.0,5,분위기,활기 넘치다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,정말 번화한 거리예요!,2026,1.0,1,거리,번화하다,1. 전반적 인식,종합 만족도,긍정
1달 전,별표 5개,현금을 준비하시는 걸 추천드려요.,2026,1.0,2,현금,추천하다,5. 이용 편의성,접근 및 물리적 여건,중립
1달 전,별표 5개,"알리페이 같은 결제 수단도 있지만, 현금을 가지고 다니면 훨씬 편하더라고요.",2026,1.0,3,현금,편하다,5. 이용 편의성,접근 및 물리적 여건,긍정
1달 전,별표 5개,"음식 노점들이 모여 있는 거리가 두 군데 있으니, 한 블록을 쭉 돌아보시는 것도 좋을 거예요.",2026,1.0,4,블록,좋다,4. 활동 및 서비스,체험 콘텐츠,긍정
1달 전,별표 5개,몇몇 노점들은 같은 자리에 있기도 해요.,2026,1.0,5,,,,,중립
